id,juris,city,name,max_far,max_height,max_dua,max_du_per_parcel,HS,HT,HM,OF,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,plandate
8604,66,Sausalito,High Density Residential,0.4,,8.7,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
8605,66,Sausalito,Arks,0.65,,17.4,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
8606,66,Sausalito,Houseboats,0.65,,22.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
8607,66,Sausalito,Mixed Residential & Commercial,0.8,,29,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
8608,66,Sausalito,Central Commercial,0.3,,20,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
8609,66,Sausalito,Neighborhood Commercial,0.25,,4.35,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
8610,66,Sausalito,Commercial Waterfront,1,,29,,0,0,0,1,0,0,0,0,0,0,0,1,1,1,
8611,66,Sausalito,Shopping Center,1.3,,29,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,
8612,66,Sausalito,Industrial,0.5,,29,,0,0,0,1,0,0,0,0,0,1,0,1,1,1,
8613,66,Sausalito,Waterfront,0.3,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,
8614,66,Sausalito,Public Institutional,0.2,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
8615,66,Sausalito,Open Area,0.4,,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
8616,66,Sausalito,Open Space,0.3,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
8617,66,Sausalito,Public Parks,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
8618,66,Tiburon,L,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8619,66,Tiburon,PD-R,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8620,66,Tiburon,ML,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8701,67,Tiburon,M,,,0.5,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
8702,67,Tiburon,MH,,,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
8703,67,Tiburon,H,,,1.1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
8704,67,Tiburon,VH,,,3,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
8705,67,Tiburon,NC,,,4.4,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
8706,67,Tiburon,NC/AHO,,,11.6,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
8707,67,Tiburon,VC,,,12.4,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
8708,67,Tiburon,SC,0.37,,,,0,0,0,1,0,0,0,0,0,1,0,1,1,1,
8709,67,Tiburon,O,0.31,,15.3,,0,0,1,0,0,0,0,0,0,0,0,1,1,1,
8710,67,Tiburon,P,0.28,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
8711,67,Tiburon,Park,0.5,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
8712,67,Tiburon,OS,1,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
8713,67,Tiburon,Bay,1,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
8714,67,Gilroy,ResRur,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8715,67,Gilroy,ResHill,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8716,67,Gilroy,ResLow,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8801,68,Gilroy,ResMed,,,0.4,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
8802,68,Gilroy,ResHigh,,,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
8803,68,Gilroy,ResNeighb,,,7.25,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
8804,68,Gilroy,ComOffice,,,16,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,
8805,68,Gilroy,ComGen,,,30,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,
8806,68,Gilroy,ComVS,,,12.5,,0,1,1,1,0,0,0,0,0,1,0,1,1,0,
8807,68,Gilroy,MixedUse,1.28,35,,,0,0,0,1,0,0,0,0,0,0,0,1,0,1,
8808,68,Gilroy,IndCampus,2.76,55,,,0,0,0,1,0,0,1,0,0,1,1,0,1,0,
8809,68,Gilroy,IndPark,2.76,55,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
8810,68,Gilroy,IndGen,1.28,35,30,,0,1,1,1,0,0,1,0,0,1,1,1,1,1,
8811,68,Gilroy,HPSUD,1,35,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
8812,68,Gilroy,OS,1.2,35,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
8813,68,Gilroy,ParkRec,3,75,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
8814,68,Gilroy,PQPF,0.75,35,0.4,,1,1,0,0,0,0,0,0,0,1,0,1,0,0,
8815,68,Gilroy,School,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8816,68,Gilroy,GLRSP,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8817,68,Gilroy,ROW,1.5,75,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
8818,68,Gilroy,DTCan,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
8819,68,Gilroy,DTCiv,,,16,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,
8820,68,Gilroy,DTExp,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8821,68,Gilroy,DTGateway,2,50,40,,1,1,1,1,0,1,1,0,0,1,0,1,1,1,
8822,68,Gilroy,DTHist,1.5,50,,,0,1,1,1,0,1,0,0,0,0,0,1,1,1,
8823,68,Gilroy,DTTrans,2.5,50,,,1,1,1,1,1,1,0,0,0,1,0,1,1,1,
8824,68,Rio Vista,804 - Neighborhood Core: Commercial,0.75,40,30,,1,1,1,1,1,1,1,0,0,1,1,1,1,1,
8825,68,Rio Vista,804 - Neighborhood Residential,2.5,50,,,1,1,1,1,1,1,0,0,0,1,0,1,1,1,
8826,68,Rio Vista,804 - Downtown/ Waterfront,1.5,40,20,,1,1,1,1,0,1,0,0,0,1,0,1,1,1,
8901,69,Rio Vista,804 - Historic Residential,0.8,,20,,1,1,1,1,0,0,0,0,0,1,0,1,1,1,
8904,69,Rio Vista,804 - Multifamily Residential,0.5,,12,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
8905,69,Rio Vista,804 - Edgewater Neighborhood,2,,40,,1,1,1,1,0,0,1,0,0,1,0,1,1,1,
8906,69,Rio Vista,804 - Limited Industrial,0.5,,30,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
8907,69,Rio Vista,804 - Industrial/ General Commercial,,,22,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
8908,69,Rio Vista,804 - Industrial/ Warehouse& Services,0.5,,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
8909,69,Rio Vista,804 - Residential Estate,1,,,,0,0,0,1,0,0,1,1,1,1,0,0,0,1,
8910,69,Rio Vista,804 - Agriculture/ Open Space,1,,,,0,0,0,1,0,0,1,1,1,1,0,0,0,1,
8911,69,Rio Vista,804 - Parks/Open Space,1,,,,0,0,0,1,0,0,1,1,0,1,0,0,0,0,
8912,69,Rio Vista,804 - Schools,,,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
8913,69,Rio Vista,804 - Public Facility,,,0.006,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
8914,69,Rio Vista,804 - Study Area,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8915,69,Rio Vista,804 - Airport/ Transportation,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
8916,69,Rio Vista,804 - Highway Commercial,0.5,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
8917,69,Rio Vista,804 - Golf Course,0.5,,0.05,,0,0,1,1,1,1,0,0,0,1,0,0,0,0,
8918,69,Rio Vista,804 - Marina,0.8,,,,0,0,0,1,0,1,1,1,1,1,0,0,0,1,
8919,69,Rio Vista,804 - Neighborhood Core: Residential,0.5,,,,0,0,0,0,0,1,0,0,0,1,1,0,0,1,
8920,69,Suisun City,805 - Rural Residential,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8921,69,Suisun City,805 - Low Density Residential,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8922,69,Suisun City,805 - Medium Density Residential,0.5,,12,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
9001,70,Suisun City,805 - High Density Residential,,35,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
9002,70,Suisun City,805 - Historic Residential,0.6,35,8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9003,70,Suisun City,805 - Waterfront Residential,0.6,35,15,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
9004,70,Suisun City,805 - Waterfront Commercial,0.6,35,21,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
9005,70,Suisun City,805 - General Commercial,0.6,35,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
9006,70,Suisun City,805 - Service Commercial,0.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9007,70,Suisun City,805 - Limited Industrial/Business Park,1.5,30,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
9008,70,Suisun City,805 - Limited Industrial/Commercial Service,1,35,,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,
9009,70,Suisun City,805 - Historic Limited Commercial,0.5,35,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
9010,70,Suisun City,805 - Main Street Commercial,0.6,50,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
9011,70,Suisun City,805 - Marina,0.6,50,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9012,70,Suisun City,805 - Mixed Use/PUD,,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9013,70,Suisun City,805 - School,0.5,40,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
9014,70,Suisun City,805 - Public/Quasi-Public Facilities,0.75,30,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
9015,70,Suisun City,805 - Park,,,,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,
9016,70,Suisun City,805 - Agriculture-Open Space,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
9017,70,Suisun City,805 - Common Parking,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
9018,70,Suisun City,805 - Fairfield Streams Project,,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9019,70,Suisun City,805 - Public Access to Waterways,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9020,70,Suisun City,805 - PUD Commercial,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9021,70,Suisun City,805 - Suisun Marsh Protection District,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9022,70,Vacaville,Rural Residential,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9023,70,Vacaville,Residential Estate,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
9024,70,Vacaville,Golf Course Residential Community,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9101,71,Vacaville,Residential Low Density,,,0.4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9102,71,Vacaville,Residential Low-Medium Density,,,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9103,71,Vacaville,Manufactured Housing Park,,,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9104,71,Vacaville,Residential Medium Density,,,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9105,71,Vacaville,Residential High Density,,,8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9106,71,Vacaville,Residential Urban High Density,,,10,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9107,71,Vacaville,General Commercial,,,14,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9108,71,Vacaville,Neighborhood Commercial,,,24,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9109,71,Vacaville,Highway Commercial,,,36,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9110,71,Vacaville,Commercial Office,0.3,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
9111,71,Vacaville,Downtown,0.3,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
9112,71,Vacaville,Commercial Service,0.3,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
9113,71,Vacaville,Business Park,0.3,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
9114,71,Vacaville,Industrial Park,3,,,,0,0,1,0,0,0,0,0,0,1,0,1,1,1,
9115,71,Vacaville,Public/Institutional,0.3,,,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,
9116,71,Vacaville,Schools,0.3,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,1,
9117,71,Vacaville,Private Recreation,0.4,,,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,
9118,71,Vacaville,Public Parks,0.3,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
9119,71,Vacaville,Open Space,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
9120,71,Vacaville,Agricultural Buffer (Transitional Zone),0.1,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
9121,71,Vacaville,Agriculture,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9122,71,Vacaville,Hillside Agricultural,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9123,71,Vacaville,Hillside Agriculture,0.01,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9124,71,Vacaville,Community Separator Overlay,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9125,71,Vacaville,Residential Low Med Density,,,0.05,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9126,71,Vacaville,Service Commercial,,,0.05,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9127,71,Vacaville,Commercial Offices,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9128,71,Vacaville,Residential Golf Course,,,8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9129,71,Vacaville,Residential Low Medium Density,0.3,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
9130,71,Vallejo,807 - Low Density Residential,0.3,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
9131,71,Vallejo,807 - Medium Density Residential,,,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9132,71,Vallejo,807 - High Density Residential,,,8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9202,72,Vallejo,807 - Retail Commercial,,,8.7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9203,72,Vallejo,807 - Neighborhood Commercial,,,17.4,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
9204,72,Vallejo,807 - Highway Commercial,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
9205,72,Vallejo,807 - Waterfront Commercial,2,75,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
9206,72,Vallejo,807 - Medical,1,45,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
9207,72,Vallejo,807 - Employment,0.75,35,,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,
9208,72,Vallejo,807 - Open Space,,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9209,72,Vallejo,807 - Wetland,,75,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9210,72,Vallejo,807 - Park,0.75,75,,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,
9211,72,Vallejo,807 - School,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9212,72,Vallejo,807 - Public/Semi-Public,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9213,72,Pinole,LDR,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9214,72,Pinole,SR,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
9215,72,Pinole,MDR,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
9301,73,Pinole,HDR,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9302,73,Pinole,MUSA,,,10,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
9303,73,Pinole,OTSA,,40,20,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9304,73,Pinole,SSA,,40,35,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
9305,73,Pinole,R,3,,50,,0,1,1,1,0,0,0,0,0,1,0,1,1,1,
9306,73,Pinole,OS,2.5,,50,,1,1,1,0,0,0,0,0,0,1,0,1,1,1,
9307,73,Pinole,PR,3,,50,,0,1,1,1,0,0,1,1,0,1,0,0,0,0,
9308,73,Pinole,PQI,,,0.2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9309,73,Pinole,RC,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9310,73,Pinole,SPBCA,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9311,73,Pinole,T,1.5,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
9312,73,Pittsburg,211 - Hillside Low Density Residential (<5un/ac),0.4,,,,0,0,0,1,1,0,0,0,0,1,1,0,0,0,
9313,73,Pittsburg,211 - Low Density Residential (1-7un/ac),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9314,73,Pittsburg,211 - Medium Density Residential (7-14un/ac),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9401,74,Pittsburg,211 - High Density Residential (14-25un/ac),,,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9402,74,Pittsburg,211 - Downtown Low Density Residential (4-12un/ac),,28,7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9403,74,Pittsburg,211 - Downtown Medium Density Residential (12-18un/ac),,35,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9404,74,Pittsburg,211 - Downtown High Density Residential (18-30 un/ac),,45,25,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9405,74,Pittsburg,211 - Mixed Use,,35,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9406,74,Pittsburg,211 - Regional Commercial,,40,18,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
9407,74,Pittsburg,211 - Community Commercial,,40,30,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9408,74,Pittsburg,211 - Downtown Commercial,1,40,65,,0,0,1,0,0,0,0,0,0,1,0,1,1,1,
9409,74,Pittsburg,211 - Business Commercial,0.5,60,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
9410,74,Pittsburg,211 - Marine Commercial,0.5,60,,,0,0,0,0,1,1,0,0,0,1,0,0,0,0,
9411,74,Pittsburg,211 - Service Commercial,2,60,,,0,0,1,1,0,0,0,0,0,1,0,1,1,0,
9412,74,Pittsburg,211 - Industrial,1,55,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
9413,74,Pittsburg,211 - Institutional/Quasi Institutional,1.5,,,,0,0,1,1,1,0,1,0,0,1,0,0,0,0,
9414,74,Pittsburg,211 - Park,0.5,50,,,0,0,1,1,0,0,0,1,0,1,0,0,0,0,
9415,74,Pittsburg,211 - Open Space,0.5,50,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
9416,74,Pittsburg,211 - Utility/ROW,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
9417,74,Oakley,222 - Agricultural Limited,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9418,74,Oakley,222 - Single Family Very Low,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9419,74,Oakley,222 - Single Family Low,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9501,75,Oakley,222 - Single Family Medium,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9502,75,Oakley,222 - Single Family High,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9503,75,Oakley,222 - Multi-Family Low,,,2.3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9504,75,Oakley,222 - Multi-Family High,,,3.8,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9505,75,Oakley,222 - Mobile Home,,,5.5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9506,75,Oakley,222 - Commercial,,,9.6,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
9507,75,Oakley,222 - Commercial Downtown,,,16.7,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9508,75,Oakley,222 - Light Industrial,,,9.6,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9509,75,Oakley,222 - Public and Semi-Public,1,35,,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,
9510,75,Oakley,222 - Agriculture,1,35,,,0,1,1,1,0,0,0,0,0,1,0,1,1,1,
9513,75,Oakley,222 - Delta Recreation,0.67,50,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
9515,75,Oakley,222 - Parks and Recreation,0.67,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
9516,75,Oakley,222 - Waterways,,,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9517,75,Orinda,RVL-E,0.05,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9518,75,Orinda,RVL,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9519,75,Orinda,RL-40,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9601,76,Orinda,RL-20,,27,0.1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9602,76,Orinda,RL-15,,27,0.2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9603,76,Orinda,RL-12,,27,1.1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9604,76,Orinda,RL-10,,27,2.2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9605,76,Orinda,RL-6,,27,2.9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9606,76,Orinda,RM,,27,3.6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9607,76,Orinda,DC,,27,4.4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9608,76,Orinda,DO,,27,7.3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9609,76,Orinda,PS,,27,10,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9610,76,Orinda,PR,0.3,35,,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,
9611,76,Orinda,OS,0.25,35,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
9612,76,Orinda,PD,3,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
9613,76,Orinda,SP,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9614,76,Pleasant Hill,212 - Single Family Low Density,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9615,76,Pleasant Hill,212 - Single Family Medium Density,,27,1.1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9616,76,Pleasant Hill,212 - Single Family High Density,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9701,77,Pleasant Hill,212 - Multifamily Low Density,,,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9702,77,Pleasant Hill,212 - Multifamily Medium Density,,,4.5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9703,77,Pleasant Hill,212 - Multifamily High Density,,,6.9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9705,77,Pleasant Hill,212 - Commercial and Retail,,,19.9,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
9706,77,Pleasant Hill,212 - Office,,,29.9,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9707,77,Pleasant Hill,212 - Mixed Use,,,40,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9708,77,Pleasant Hill,212 - Light Industrial,0.4,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
9710,77,Pleasant Hill,212 - Open Space,0.4,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
9711,77,Pleasant Hill,212 - Park,0.75,,40,,0,1,1,1,0,0,0,0,0,1,0,1,1,1,
9712,77,Pleasant Hill,212 - School,0.33,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
9713,77,Pleasant Hill,212 - Semi-public and Institutional,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9714,77,Richmond,ResVL,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9715,77,Richmond,ResL,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
9716,77,Richmond,ResM,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
9801,78,Richmond,ResH,,,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
9802,78,Richmond,ResL-ResM-ResH,,,9,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9803,78,Richmond,NCom,,,28,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
9804,78,Richmond,GCom,,,43,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
9805,78,Richmond,RCom,,,43,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
9806,78,Richmond,City Center,2,,,,0,0,1,1,0,0,0,0,0,1,0,0,1,0,
9807,78,Richmond,WCom,2,,,,0,0,1,1,1,0,0,0,0,1,1,0,1,0,
9808,78,Richmond,IndO-RCom,2,,43,,0,0,1,1,0,0,0,0,0,1,0,0,1,1,
9809,78,Richmond,GCom-IndO,2.5,,40,,0,1,1,1,0,0,0,0,0,1,0,1,0,1,
9810,78,Richmond,NCom-IndO,0.6,,21,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,
9811,78,Richmond,IndL,2,,43,,0,0,1,1,0,0,1,0,0,1,0,0,1,0,
9812,78,Richmond,IndH,2,,,,0,0,0,1,1,0,1,0,0,1,1,0,1,0,
9813,78,Richmond,Marine,2,,,,0,0,0,1,0,0,1,0,0,1,0,0,1,0,
9814,78,Richmond,IndO,0.65,,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
9815,78,Richmond,IndO-IndL,0.65,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
9816,78,Richmond,IndO-IndL-Marine,0.5,,,,0,0,0,1,0,0,1,1,1,1,0,0,0,0,
9817,78,Richmond,Rec-WCom,0.5,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
9818,78,Richmond,Rec-WCom-IndL-IndO-GCom,0.65,,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
9819,78,Richmond,ResL-Resource,0.5,,,,0,0,0,1,0,0,1,1,1,1,0,0,0,0,
9820,78,Richmond,IndO-IndL-GCom-WCom,0.6,,21,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,
9821,78,Richmond,GCom-ResM,2,,21,,0,1,1,1,1,0,1,1,0,1,1,0,1,0,
9822,78,Richmond,GCom-IndL,,,9,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
9823,78,Richmond,GCom-IndL-Marine,2,,21,,0,1,1,1,1,0,1,0,0,1,1,0,1,0,
9824,78,Richmond,Rec,2,,28,,0,1,1,1,1,0,0,0,0,1,1,0,1,0,
9825,78,Richmond,OS,2,,,,0,0,1,1,1,0,1,1,0,1,1,0,1,0,
9826,78,Richmond,Resource,2,,,,0,0,1,1,1,0,1,1,1,1,1,0,1,0,
